city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,city_id
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,33011,Hillsborough,42.9848,-71.4447,160742,1298,polygon,FALSE,TRUE,America/New_York,2,03109 03104 03101 03103 03102 03105 03108 03111,1840051686,261
Hayward,Hayward,CA,California,6001,Alameda,06001,Alameda,37.6328,-122.0772,160500,1360,polygon,FALSE,TRUE,America/Los_Angeles,2,94541 94542 94545 94544 94540 94543 94557,1840011463,262
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,26121,Muskegon,43.2281,-86.2562,160142,1040,polygon,FALSE,TRUE,America/Detroit,2,49442 49440 49441,1840105015,263
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,51510,Alexandria,38.8185,-77.0861,160035,4137,polygon,FALSE,TRUE,America/New_York,2,22302 22301 22304 22305 22311 22314 22320 22331 22332 22333 22334,1840093126,264
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson,48245|48361,Jefferson|Orange,29.8554,-93.9264,157934,278,polygon,FALSE,TRUE,America/Chicago,2,77655 77640 77642 77611 77641 77643,1840089837,265
Palmdale,Palmdale,CA,California,6037,Los Angeles,06037,Los Angeles,34.5944,-118.1057,157519,573,polygon,FALSE,TRUE,America/Los_Angeles,2,93552 93550 93591 93551 93590 93599,1840105744,266
Champaign,Champaign,IL,Illinois,17019,Champaign,17019,Champaign,40.1144,-88.2735,156794,1478,polygon,FALSE,TRUE,America/Chicago,2,61822 61820 61821 61824 61825 61826,1840018655,267
Enterprise,Enterprise,NV,Nevada,32003,Clark,32003,Clark,36.0163,-115.2207,155773,1175,polygon,FALSE,FALSE,America/Los_Angeles,2,89178 89183 89054 89139 89141 89148 89113 89118 89119 89123,1840112123,268
Frederick,Frederick,MD,Maryland,24021,Frederick,24021,Frederick,39.4336,-77.4157,154972,1190,polygon,FALSE,TRUE,America/New_York,2,21705 21703 21702 21701 21709,1840036374,269
Lakewood,Lakewood,CO,Colorado,8059,Jefferson,08059,Jefferson,39.6977,-105.1168,154958,1389,polygon,FALSE,TRUE,America/Denver,2,80465 80232 80235 80214 80215 80227 80226 80228 80201 80225,1840008190,270
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,01125,Tuscaloosa,33.2348,-87.5266,154204,627,polygon,FALSE,TRUE,America/Chicago,2,35475 35476 35405 35404 35406 35401 35403 35407 35486 35487,1840006182,271
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara,06085,Santa Clara,37.3836,-122.0257,153656,2697,polygon,FALSE,TRUE,America/Los_Angeles,2,95002 94089 94085 94086 94087 94088,1840106035,272
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu,22019,Calcasieu,30.2022,-93.2141,153633,688,polygon,FALSE,TRUE,America/Chicago,2,70605 70607 70601 70615 70602 70606 70609 70612 70616 70629,1840105428,273
Hollywood,Hollywood,FL,Florida,12011,Broward,12011,Broward,26.0294,-80.1679,153627,2175,polygon,FALSE,TRUE,America/New_York,2,33019 33024 33023 33021 33020 33004 33316 33312 33022 33081 33082 33302,1840011906,274
Pasadena,Pasadena,TX,Texas,48201,Harris,48201,Harris,29.6584,-95.1499,153520,1358,polygon,FALSE,TRUE,America/Chicago,2,77058 77059 77586 77506 77507 77504 77505 77502 77503 77258 77501 77508,1840086810,275
Pomona,Pomona,CA,California,6037,Los Angeles,06037,Los Angeles,34.0585,-117.7626,152939,2571,polygon,FALSE,TRUE,America/Los_Angeles,2,91766 91767 91768 91769,1840107707,276
Macon,Macon,GA,Georgia,13021,Bibb,13021,Bibb,32.8065,-83.6974,152663,236,polygon,FALSE,TRUE,America/New_York,2,31206 31052 31210 31211 31213 31216 31217 31207 31204 31201 31220 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297,1840118757,277
Escondido,Escondido,CA,California,6073,San Diego,06073,San Diego,33.1347,-117.0723,151969,1575,polygon,FALSE,TRUE,America/Los_Angeles,2,92029 92025 92026 92027 92030 92033 92046,1840105703,278
Binghamton,Binghamton,NY,New York,36007,Broome,36007,Broome,42.1014,-75.9093,150747,1664,polygon,FALSE,TRUE,America/New_York,2,13904 13905 13901 13903,1840055720,279
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,13153|13225,Houston|Peach,32.5975,-83.6526,149617,792,polygon,FALSE,TRUE,America/New_York,2,31088 31005 31093 31099,1840016181,280
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,25005,Bristol,41.6697,-70.9428,149528,1836,polygon,FALSE,TRUE,America/New_York,2,02740 02744 02745 02746 02741 02742,1840039784,281
Topeka,Topeka,KS,Kansas,20177,Shawnee,20177,Shawnee,39.0346,-95.6955,148960,795,polygon,FALSE,TRUE,America/Chicago,2,66621 66622 66609 66608 66607 66606 66605 66604 66603 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699,1840028148,282
Beaumont,Beaumont,TX,Texas,48245,Jefferson,48245,Jefferson,30.085,-94.1451,148954,558,polygon,FALSE,TRUE,America/Chicago,2,77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726,1840086311,283
Paterson,Paterson,NJ,New Jersey,34031,Passaic,34031,Passaic,40.9147,-74.1624,148678,6823,polygon,FALSE,TRUE,America/New_York,2,07524 07522 07514 07513 07505 07502 07504 07501 07503 07507 07509 07510 07533 07543 07544,1840053373,284
Joliet,Joliet,IL,Illinois,17197,Will,17197|17093,Will|Kendall,41.5189,-88.1499,148462,893,polygon,FALSE,TRUE,America/Chicago,2,60421 60586 60432 60433 60431 60436 60435 60434,1840019465,285
Leesburg,Leesburg,FL,Florida,12069,Lake,12069,Lake,28.7658,-81.8995,148161,239,polygon,FALSE,TRUE,America/New_York,2,34748 34762 34736 34749 34789,1840012007,286
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,18039,Elkhart,41.6912,-85.962,148131,748,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,46514 46517 46516 46515,1840022298,287
Odessa,Odessa,TX,Texas,48135,Ector,48135|48329,Ector|Midland,31.8831,-102.3406,147810,997,polygon,FALSE,TRUE,America/Chicago,2,79761 79762 79763 79765 79768 79769,1840086785,288
Naperville,Naperville,IL,Illinois,17043,DuPage,17043|17197,DuPage|Will,41.7483,-88.1657,147682,1469,polygon,FALSE,TRUE,America/Chicago,2,60540 60563 60564 60565 60567,1840020651,289
Fairfield,Fairfield,CA,California,6095,Solano,06095,Solano,38.2594,-122.0319,147582,1094,polygon,FALSE,TRUE,America/Los_Angeles,2,94585 94533 94534 94535,1840105891,290
Torrance,Torrance,CA,California,6037,Los Angeles,06037,Los Angeles,33.8346,-118.3417,146758,2767,polygon,FALSE,TRUE,America/Los_Angeles,2,90277 90501 90503 90505 90504 90507 90508 90509 90510,1840105766,291
Panama City,Panama City,FL,Florida,12005,Bay,12005,Bay,30.1995,-85.6003,145239,408,polygon,FALSE,TRUE,America/Chicago,2,32401 32405 32404 32402 32412,1840012197,292
Metairie,Metairie,LA,Louisiana,22051,Jefferson,22051,Jefferson,29.9976,-90.1781,144822,2407,polygon,FALSE,FALSE,America/Chicago,2,70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055,1840111439,293
Bellevue,Bellevue,WA,Washington,53033,King,53033,King,47.5953,-122.155,144444,1666,polygon,FALSE,TRUE,America/Los_Angeles,2,98004 98005 98006 98007 98008 98009 98015,1840096983,294
Midland,Midland,TX,Texas,48329,Midland,48329,Midland,32.0249,-102.1137,144247,706,polygon,FALSE,TRUE,America/Chicago,2,79701 79706 79707 79705 79703 79702 79708 79711,1840086733,295
Carolina,Carolina,PR,Puerto Rico,72031,Carolina,72031,Carolina,18.4054,-65.9792,144192,2688,polygon,FALSE,FALSE,America/Puerto_Rico,2,00979 00987 00982 00983 00985 00981 00984 00986 00988,1630113890,296
Merced,Merced,CA,California,6047,Merced,06047,Merced,37.3057,-120.4779,144117,1381,polygon,FALSE,TRUE,America/Los_Angeles,2,95348 95340 95341 95343,1840107041,297
Mesquite,Mesquite,TX,Texas,48113,Dallas,48113|48257,Dallas|Kaufman,32.7623,-96.5889,143949,1176,polygon,FALSE,TRUE,America/Chicago,2,75149 75150 75181 75185 75187,1840086730,298
Houma,Houma,LA,Louisiana,22109,Terrebonne,22109,Terrebonne,29.5799,-90.7058,142969,890,polygon,FALSE,TRUE,America/Chicago,2,70363 70360 70361,1840105423,299
Pueblo,Pueblo,CO,Colorado,8101,Pueblo,08101,Pueblo,38.2713,-104.6105,142351,768,polygon,FALSE,TRUE,America/Denver,2,81004 81005 81003 81001 81008 81002 81010 81011 81012,1840009070,300
Tyler,Tyler,TX,Texas,48423,Smith,48423,Smith,32.3184,-95.3065,141116,715,polygon,FALSE,TRUE,America/Chicago,2,75709 75702 75703 75701 75710 75712 75713 75798 75799,1840087000,301
Orange,Orange,CA,California,6059,Orange,06059,Orange,33.8038,-117.8218,140560,2114,polygon,FALSE,TRUE,America/Los_Angeles,2,92868 92869 92866 92867 92865 92856 92857 92863 92864,1840105740,302
Fullerton,Fullerton,CA,California,6059,Orange,06059,Orange,33.8841,-117.9279,140392,2416,polygon,FALSE,TRUE,America/Los_Angeles,2,92833 92831 92835 92832 92834 92836 92837 92838,1840107433,303
Miramar,Miramar,FL,Florida,12011,Broward,12011,Broward,25.9773,-80.3351,140328,1879,polygon,FALSE,TRUE,America/New_York,2,33029 33023 33027 33025,1840012079,304
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,06083,Santa Barbara,34.9333,-120.4432,140219,1813,polygon,FALSE,TRUE,America/Los_Angeles,2,93454 93455 93458,1840105760,305
Athens,Athens,GA,Georgia,13059,Clarke,13059,Clarke,33.9508,-83.3689,140169,417,polygon,FALSE,TRUE,America/New_York,2,30622 30601 30602 30605 30606 30607 30609 30683 30603 30608 30612,1840111672,306
Yuma,Yuma,AZ,Arizona,4027,Yuma,04027,Yuma,32.5991,-114.5488,138802,304,polygon,FALSE,TRUE,America/Phoenix,2,85365 85364 85369,1840000210,307
Olathe,Olathe,KS,Kansas,20091,Johnson,20091,Johnson,38.8832,-94.8198,137472,861,polygon,FALSE,TRUE,America/Chicago,2,66062 66061 66051 66063,1840027567,308
Thornton,Thornton,CO,Colorado,8001,Adams,08001,Adams,39.9205,-104.9443,136978,1497,polygon,FALSE,TRUE,America/Denver,2,80260 80233 80241 80602 80640 80023 80229 80614,1840008176,309
Harlingen,Harlingen,TX,Texas,48061,Cameron,48061,Cameron,26.1916,-97.6976,136968,630,polygon,FALSE,TRUE,America/Chicago,2,78550 78552 78551 78553,1840086569,310
Grand Junction,Grand Junction,CO,Colorado,8077,Mesa,08077,Mesa,39.0877,-108.5673,136688,612,polygon,FALSE,TRUE,America/Denver,2,81505 81504 81507 81506 81501,1840008978,311
West Valley City,West Valley City,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6889,-112.0115,136170,1482,polygon,FALSE,TRUE,America/Denver,2,84119 84120 84128 84118 84125 84126 84127 84129 84130 84131 84170,1840090707,312
Carrollton,Carrollton,TX,Texas,48113,Dallas,48113|48121|48085,Dallas|Denton|Collin,32.989,-96.8999,135710,1432,polygon,FALSE,TRUE,America/Chicago,2,75007 75006 75010 75011,1840086377,313
Roseville,Roseville,CA,California,6061,Placer,06061,Placer,38.7691,-121.3178,135329,1213,polygon,FALSE,TRUE,America/Los_Angeles,2,95661 95747 95678,1840106948,314
Warren,Warren,MI,Michigan,26099,Macomb,26099,Macomb,42.4934,-83.027,135022,1517,polygon,FALSE,TRUE,America/Detroit,2,48093 48092 48091 48089 48088 48397,1840104300,315
Bloomington,Bloomington,IL,Illinois,17113,McLean,17113,McLean,40.4757,-88.9703,134892,1108,polygon,FALSE,TRUE,America/Chicago,2,61701 61705 61704 61709 61710 61791,1840018503,316
Hampton,Hampton,VA,Virginia,51650,Hampton,51650,Hampton,37.0551,-76.3629,134669,1011,polygon,FALSE,TRUE,America/New_York,2,23666 23651 23605 23669 23661 23663 23664 23665 23667 23668 23670 23681,1840094555,317
Surprise,Surprise,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.68,-112.4524,134085,478,polygon,FALSE,TRUE,America/Phoenix,2,85361 85379 85388 85387 85374 85375 85378,1840000184,318
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana,35013,Doña Ana,32.3265,-106.7893,133988,510,polygon,FALSE,TRUE,America/Denver,2,88012 88011 88005 88007 88001 88006 88013,1840054816,319
Greeley,Greeley,CO,Colorado,8123,Weld,08123,Weld,40.4151,-104.7705,133750,833,polygon,FALSE,TRUE,America/Denver,2,80634 80631 80632 80633 80638 80639,1840008095,320
Yakima,Yakima,WA,Washington,53077,Yakima,53077,Yakima,46.5923,-120.5496,133233,1302,polygon,FALSE,TRUE,America/Los_Angeles,2,98901 98903 98902 98908 98904 98907,1840096318,321
Coral Springs,Coral Springs,FL,Florida,12011,Broward,12011,Broward,26.2702,-80.2591,133037,2246,polygon,FALSE,TRUE,America/New_York,2,33071 33076 33065 33067 33075 33077,1840013503,322
Sterling Heights,Sterling Heights,MI,Michigan,26099,Macomb,26099,Macomb,42.5809,-83.0305,132631,1405,polygon,FALSE,TRUE,America/Detroit,2,48310 48313 48312 48314 48311,1840041998,323
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,45045,Greenville,34.7866,-82.2997,132402,967,polygon,FALSE,TRUE,America/New_York,2,29662 29607,1840081174,324
Racine,Racine,WI,Wisconsin,55101,Racine,55101,Racine,42.7274,-87.8135,131467,1934,polygon,FALSE,TRUE,America/Chicago,2,53405 53404 53406 53403 53402 53401 53407 53408,1840101970,325
Stamford,Stamford,CT,Connecticut,9001,Fairfield,09001,Fairfield,41.1035,-73.5583,130824,1342,polygon,FALSE,TRUE,America/New_York,2,06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927,1840009449,326
Elizabeth,Elizabeth,NJ,New Jersey,34039,Union,34039,Union,40.6657,-74.1912,130215,4081,polygon,FALSE,TRUE,America/New_York,2,07208 07202 07201 07206 07207,1840052706,327
Kent,Kent,WA,Washington,53033,King,53033,King,47.3887,-122.2128,128458,1470,polygon,FALSE,TRUE,America/Los_Angeles,2,98031 98030 98032 98042 98035 98064 98089,1840097835,328
Simi Valley,Simi Valley,CA,California,6111,Ventura,06111,Ventura,34.2663,-118.749,127864,1179,polygon,FALSE,TRUE,America/Los_Angeles,2,93063 93065 93062 93094 93099,1840107795,329
Burlington,Burlington,NC,North Carolina,37001,Alamance,37001|37081,Alamance|Guilford,36.0762,-79.4687,127374,697,polygon,FALSE,TRUE,America/New_York,2,27217 27215,1840061182,330
Santa Clara,Santa Clara,CA,California,6085,Santa Clara,06085,Santa Clara,37.3646,-121.968,127134,2667,polygon,FALSE,TRUE,America/Los_Angeles,2,95054 95050 95051 95053 95052 95055 95056,1840105791,331
Johnson City,Johnson City,TN,Tennessee,47179,Washington,47179|47019|47163,Washington|Carter|Sullivan,36.3406,-82.3803,126589,594,polygon,FALSE,TRUE,America/New_York,2,37614 37615 37601 37604 37602 37605 37684,1840086217,332
Boulder,Boulder,CO,Colorado,8013,Boulder,08013,Boulder,40.0249,-105.2523,126054,1573,polygon,FALSE,TRUE,America/Denver,2,80310 80304 80305 80302 80303 80301 80307 80309 80314,1840008032,333
Bellingham,Bellingham,WA,Washington,53073,Whatcom,53073,Whatcom,48.7543,-122.4687,126015,1241,polygon,FALSE,TRUE,America/Los_Angeles,2,98229 98225 98226 98228,1840096984,334
Fort Smith,Fort Smith,AR,Arkansas,5131,Sebastian,05131,Sebastian,35.3493,-94.3695,125562,537,polygon,FALSE,TRUE,America/Chicago,2,72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919,1840003759,335
Lynchburg,Lynchburg,VA,Virginia,51680,Lynchburg,51680,Lynchburg,37.4003,-79.1909,125004,638,polygon,FALSE,TRUE,America/New_York,2,24504 24502 24503 24501 24505 24506 24513 24514,1840092884,336
Kenosha,Kenosha,WI,Wisconsin,55059,Kenosha,55059,Kenosha,42.5864,-87.8762,124888,1381,polygon,FALSE,TRUE,America/Chicago,2,53144 53140 53142 53143 53141,1840101538,337
East Los Angeles,East Los Angeles,CA,California,6037,Los Angeles,06037,Los Angeles,34.0326,-118.1691,123905,6423,polygon,FALSE,FALSE,America/Los_Angeles,2,90063 90022 90023,1840112709,338
South Lyon,South Lyon,MI,Michigan,26125,Oakland,26125,Oakland,42.4614,-83.6526,123850,1211,polygon,FALSE,TRUE,America/Detroit,2,48178,1840041973,339
Round Rock,Round Rock,TX,Texas,48491,Williamson,48491|48453,Williamson|Travis,30.5254,-97.6659,123678,1323,polygon,FALSE,TRUE,America/Chicago,2,78681 78664 78665 78682 78683,1840087793,340
Berkeley,Berkeley,CA,California,6001,Alameda,06001,Alameda,37.8723,-122.276,122324,4509,polygon,FALSE,TRUE,America/Los_Angeles,2,94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712,1840106274,341
Billings,Billings,MT,Montana,30111,Yellowstone,30111,Yellowstone,45.7889,-108.5509,120800,962,polygon,FALSE,TRUE,America/Denver,2,59106 59105 59102 59101 59104 59107 59108 59115 59116 59117,1840050003,342
Ponce,Ponce,PR,Puerto Rico,72113,Ponce,72113,Ponce,18.012,-66.6198,120295,1513,polygon,FALSE,FALSE,America/Puerto_Rico,2,00728 00717 00716 00730 00732 00733 00734,1630113794,343
Redding,Redding,CA,California,6089,Shasta,06089,Shasta,40.5698,-122.365,120270,594,polygon,FALSE,TRUE,America/Los_Angeles,2,96002 96003 96001,1840011442,344
Yuba City,Yuba City,CA,California,6101,Sutter,06101,Sutter,39.1357,-121.6381,120186,1732,polygon,FALSE,TRUE,America/Los_Angeles,2,95991 95993,1840107233,345
Duluth,Duluth,MN,Minnesota,27137,St. Louis,27137,St. Louis,46.7757,-92.1392,120101,463,polygon,FALSE,TRUE,America/Chicago,2,55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816,1840043786,346
Pearland,Pearland,TX,Texas,48039,Brazoria,48039|48157|48201,Brazoria|Fort Bend|Harris,29.5585,-95.3215,119940,961,polygon,FALSE,TRUE,America/Chicago,2,77047 77089 77584 77581 77588,1840086814,347
Leominster,Leominster,MA,Massachusetts,25027,Worcester,25027,Worcester,42.5209,-71.7717,119400,557,polygon,FALSE,TRUE,America/New_York,2,01453,1840040277,348
Saginaw,Saginaw,MI,Michigan,26145,Saginaw,26145,Saginaw,43.4199,-83.9501,119336,1100,polygon,FALSE,TRUE,America/Detroit,2,48607 48602 48601 48606 48663,1840041886,349
Iowa City,Iowa City,IA,Iowa,19103,Johnson,19103,Johnson,41.6559,-91.5304,119091,1143,polygon,FALSE,TRUE,America/Chicago,2,52245 52246 52240 52242 52243 52244,1840025435,350
Arvada,Arvada,CO,Colorado,8059,Jefferson,08059|08001,Jefferson|Adams,39.8321,-105.1511,118807,1183,polygon,FALSE,TRUE,America/Denver,2,80005 80004 80007 80003 80002 80403 80001 80006,1840009012,351
Seaside,Seaside,CA,California,6053,Monterey,06053,Monterey,36.6224,-121.8191,118110,1426,polygon,FALSE,TRUE,America/Los_Angeles,2,93955,1840106984,352
Kingsport,Kingsport,TN,Tennessee,47163,Sullivan,47163|47073,Sullivan|Hawkins,36.5224,-82.5452,118001,393,polygon,FALSE,TRUE,America/New_York,2,37660 37664 37663 37665 37662 37669,1840084264,353
Independence,Independence,MO,Missouri,29095,Jackson,29095,Jackson,39.0871,-94.3503,117306,581,polygon,FALSE,TRUE,America/Chicago,2,64054 64055 64056 64057 64050 64052 64053 64015 64016 64051,1840047611,354
Lehigh Acres,Lehigh Acres,FL,Florida,12071,Lee,12071,Lee,26.612,-81.6388,116849,486,polygon,FALSE,FALSE,America/New_York,2,33936 33973 33972 33971 33976 33974 33970,1840111387,355
Richardson,Richardson,TX,Texas,48113,Dallas,48113|48085,Dallas|Collin,32.9717,-96.7092,116783,1578,polygon,FALSE,TRUE,America/Chicago,2,75081 75080 75082 75045 75083 75085,1840086869,356
Gilroy,Gilroy,CA,California,6085,Santa Clara,06085,Santa Clara,37.0047,-121.5856,116235,1351,polygon,FALSE,TRUE,America/Los_Angeles,2,95020,1840011405,357
El Monte,El Monte,CA,California,6037,Los Angeles,06037,Los Angeles,34.0739,-118.0291,116109,4688,polygon,FALSE,TRUE,America/Los_Angeles,2,91732 91731 91733 91734 91735,1840105700,358
Rock Hill,Rock Hill,SC,South Carolina,45091,York,45091,York,34.9413,-81.025,115963,741,polygon,FALSE,TRUE,America/New_York,2,29732 29733 29730 29731,1840081510,359
Clearwater,Clearwater,FL,Florida,12103,Pinellas,12103,Pinellas,27.9788,-82.7624,115513,1716,polygon,FALSE,TRUE,America/New_York,2,33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769,1840011649,360
Monroe,Monroe,LA,Louisiana,22073,Ouachita,22073,Ouachita,32.5183,-92.0775,115462,637,polygon,FALSE,TRUE,America/Chicago,2,71209 71203 71202 71201 71207 71210 71212 71213 71217,1840105436,361
Dover,Dover,DE,Delaware,10001,Kent,10001,Kent,39.161,-75.5203,115352,612,polygon,FALSE,TRUE,America/New_York,2,19902 19901 19904 19905 19906,1840010591,362
Carlsbad,Carlsbad,CA,California,6073,San Diego,06073,San Diego,33.1247,-117.2837,115330,1179,polygon,FALSE,TRUE,America/Los_Angeles,2,92008 92009 92011 92010 92013 92018,1840107339,363
Norman,Norman,OK,Oklahoma,40027,Cleveland,40027,Cleveland,35.2335,-97.3471,115065,265,polygon,FALSE,TRUE,America/Chicago,2,73019 73026 74857 73072 73071 73069 73068 73070,1840069821,364
Abilene,Abilene,TX,Texas,48441,Taylor,48441|48253,Taylor|Jones,32.4543,-99.7384,114964,441,polygon,FALSE,TRUE,America/Chicago,2,79605 79699 79603 79601 79607 79606 79602 79604 79608 79697 79698,1840086254,365
Texas City,Texas City,TX,Texas,48167,Galveston,48167|48071,Galveston|Chambers,29.4128,-94.9658,114546,291,polygon,FALSE,TRUE,America/Chicago,2,77591 77590 77539 77554,1840088154,366
Temecula,Temecula,CA,California,6065,Riverside,06065,Riverside,33.4928,-117.1315,114327,1184,polygon,FALSE,TRUE,America/Los_Angeles,2,92590 92591 92592 92589 92593,1840105765,367
Utica,Utica,NY,New York,36065,Oneida,36065,Oneida,43.0961,-75.226,114318,1396,polygon,FALSE,TRUE,America/New_York,2,13501 13502 13503 13504 13505 13599,1840058561,368
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns,27145|27141|27009,Stearns|Sherburne|Benton,45.5339,-94.1718,114225,656,polygon,FALSE,TRUE,America/Chicago,2,56304 56301 56303 56302 56372 56393 56395 56396,1840042955,369
St. George,St. George,UT,Utah,49053,Washington,49053,Washington,37.077,-113.577,113906,423,polygon,FALSE,TRUE,America/Denver,2,84770 84790 84791,1840090987,370
West Jordan,West Jordan,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6024,-112.0008,113905,1360,polygon,FALSE,TRUE,America/Denver,2,84088 84081 84084,1840090490,371
Costa Mesa,Costa Mesa,CA,California,6059,Orange,06059,Orange,33.6667,-117.9135,113825,2782,polygon,FALSE,TRUE,America/Los_Angeles,2,92626 92627 92628,1840105691,372
Miami Gardens,Miami Gardens,FL,Florida,12086,Miami-Dade,12086,Miami-Dade,25.9433,-80.2426,113750,2408,polygon,FALSE,TRUE,America/New_York,2,33014 33169 33055 33056 33054 33269,1840108477,373
Cambridge,Cambridge,MA,Massachusetts,25017,Middlesex,25017,Middlesex,42.3759,-71.1185,113630,6862,polygon,FALSE,TRUE,America/New_York,2,02142 02140 02141 02139 02138 02238 02477,1840040223,374
Brandon,Brandon,FL,Florida,12057,Hillsborough,12057,Hillsborough,27.9367,-82.3,113124,1319,polygon,FALSE,FALSE,America/New_York,2,33511 33510 33594 33619 33584 33508 33509 33595,1840111029,375
Downey,Downey,CA,California,6037,Los Angeles,06037,Los Angeles,33.9379,-118.1312,113092,3519,polygon,FALSE,TRUE,America/Los_Angeles,2,90242 90240 90241 90239,1840105697,376
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai,16055,Kootenai,47.704,-116.7933,112935,1226,polygon,FALSE,TRUE,America/Los_Angeles,2,83815 83814 83816,1840017164,377
Westminster,Westminster,CO,Colorado,8001,Adams,08001|08059,Adams|Jefferson,39.8837,-105.0624,112812,1379,polygon,FALSE,TRUE,America/Denver,2,80030 80031 80234 80005 80003 80021 80020 80035,1840009007,378
Elgin,Elgin,IL,Illinois,17089,Kane,17089|17031,Kane|Cook,42.0385,-88.3229,112456,1157,polygon,FALSE,TRUE,America/Chicago,2,60120 60123 60124 60121 60122,1840019081,379
El Centro,El Centro,CA,California,6025,Imperial,06025,Imperial,32.7867,-115.5586,112145,1488,polygon,FALSE,TRUE,America/Los_Angeles,2,92243 92244,1840106116,380
Waterloo,Waterloo,IA,Iowa,19013,Black Hawk,19013,Black Hawk,42.492,-92.3522,112060,424,polygon,FALSE,TRUE,America/Chicago,2,50707 50703 50702 50701,1840026150,381
Lowell,Lowell,MA,Massachusetts,25017,Middlesex,25017,Middlesex,42.6389,-71.3217,111346,3159,polygon,FALSE,TRUE,America/New_York,2,01851 01850 01852 01854 01853,1840039482,382
Gresham,Gresham,OR,Oregon,41051,Multnomah,41051,Multnomah,45.5023,-122.4413,111053,1836,polygon,FALSE,TRUE,America/Los_Angeles,2,97030 97233 97230 97080,1840071060,383
North Charleston,North Charleston,SC,South Carolina,45019,Charleston,45019|45035,Charleston|Dorchester,32.9067,-80.0722,110861,552,polygon,FALSE,TRUE,America/New_York,2,29423 29420 29456 29485 29483 29404 29405 29406 29418 29416 29419,1840080000,384
San Buenaventura,San Buenaventura,CA,California,6111,Ventura,06111,Ventura,34.2741,-119.2314,110790,1954,polygon,FALSE,TRUE,America/Los_Angeles,2,93004 93001 93003 93002 93005 93006 93007 93009,1840113581,385
Inglewood,Inglewood,CA,California,6037,Los Angeles,06037,Los Angeles,33.9566,-118.3444,110598,4709,polygon,FALSE,TRUE,America/Los_Angeles,2,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312,1840107504,386
Pompano Beach,Pompano Beach,FL,Florida,12011,Broward,12011,Broward,26.2428,-80.1312,110473,1775,polygon,FALSE,TRUE,America/New_York,2,33069 33060 33062 33064 33061 33072 33074 33097,1840012252,387
Centennial,Centennial,CO,Colorado,8005,Arapahoe,08005,Arapahoe,39.5926,-104.8674,110250,1439,polygon,FALSE,TRUE,America/Denver,2,80122 80121 80112 80016 80015 80111 80155 80161,1840108433,388
West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach,12099,Palm Beach,26.7469,-80.1316,110222,775,polygon,FALSE,TRUE,America/New_York,2,33411 33412 33417 33409 33407 33405 33401 33402 33422,1840012473,389
Everett,Everett,WA,Washington,53061,Snohomish,53061,Snohomish,47.9524,-122.167,110079,1278,polygon,FALSE,TRUE,America/Los_Angeles,2,98207 98204 98205 98203 98201 98208 98275 98206 98213,1840097064,390
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe,35049,Santa Fe,35.6619,-105.9819,110078,619,polygon,FALSE,TRUE,America/Denver,2,87505 87507 87501 87502 87503 87509,1840055482,391
Clovis,Clovis,CA,California,6019,Fresno,06019,Fresno,36.8277,-119.6838,109691,1720,polygon,FALSE,TRUE,America/Los_Angeles,2,93611 93612 93619 93613 93747,1840106017,392
The Woodlands,The Woodlands,TX,Texas,48339,Montgomery,48339|48201,Montgomery|Harris,30.1738,-95.5134,109608,980,polygon,FALSE,FALSE,America/Chicago,2,77380 77381 77382 77384 77389 77393,1840113568,393
